replicate,pos,y_bin,y_um,median_intensity,corrected_intensity
replicate_5,pos0,0,0.75,299.0016227180528,137.67202670709068
replicate_5,pos0,1,2.25,358.90909090909093,197.57949489812887
replicate_5,pos0,2,3.75,398.1372549019608,236.8076588909987
replicate_5,pos0,3,5.25,418.36206896551727,257.0324729545552
replicate_5,pos0,4,6.75,454.2680045011253,292.9384084901632
replicate_5,pos0,5,8.25,439.8125,278.48290398903794
replicate_5,pos0,6,9.75,472.59722222222223,311.26762621126016
replicate_5,pos0,7,11.25,448.58980521123203,287.26020920026997
replicate_5,pos0,8,12.75,456.768115942029,295.43851993106693
replicate_5,pos0,9,14.25,482.515625,321.18602898903794
replicate_5,pos0,10,15.75,454.06944444444446,292.7398484334824
replicate_5,pos0,11,17.25,449.55555555555554,288.2259595445935
replicate_5,pos0,12,18.75,411.17105263157896,249.8414566206169
replicate_5,pos0,13,20.25,378.9387755102041,217.60917949924203
replicate_5,pos0,14,21.75,357.6649350649351,196.335339053973
replicate_5,pos0,15,23.25,353.86486486486484,192.53526885390278
replicate_5,pos0,16,24.75,349.9795918367347,188.64999582577263
replicate_5,pos0,17,26.25,328.5869565217391,167.25736051077706
replicate_5,pos0,18,27.75,288.7409090909091,127.41131307994704
replicate_5,pos0,19,29.25,281.2351449275362,119.90554891657416
replicate_5,pos0,20,30.75,282.96610169491527,121.6365056839532
replicate_5,pos0,21,32.25,280.5333333333333,119.20373732237127
replicate_5,pos0,22,33.75,267.3915317559153,106.06193574495325
replicate_5,pos0,23,35.25,264.2439024390244,102.91430642806233
replicate_5,pos0,24,36.75,249.39324534161494,88.06364933065286
replicate_5,pos0,25,38.25,239.9058441558442,78.57624814488211
replicate_5,pos0,26,39.75,234.23840852130326,72.9088125103412
replicate_5,pos0,27,41.25,218.32491803278688,56.99532202182482
replicate_5,pos0,28,42.75,224.7770114942529,63.447415483290825
replicate_5,pos0,29,44.25,224.58052884615384,63.250932835191776
replicate_5,pos0,30,45.75,223.44444444444449,62.11484843348242
replicate_5,pos0,31,47.25,227.484375,66.15477898903794
replicate_5,pos0,32,48.75,210.6764705882353,49.34687457727324
replicate_5,pos0,33,50.25,221.9613022113022,60.63170620034015
replicate_5,pos0,34,51.75,225.34782608695653,64.01823007599447
replicate_5,pos1,0,0.75,322.04,160.71040398903796
replicate_5,pos1,1,2.25,376.70354609929075,215.3739500883287
replicate_5,pos1,2,3.75,432.41975308641975,271.0901570754577
replicate_5,pos1,3,5.25,455.93055555555554,294.6009595445935
replicate_5,pos1,4,6.75,483.8650793650794,322.53548335411733
replicate_5,pos1,5,8.25,501.40609390609393,340.07649789513187
replicate_5,pos1,6,9.75,547.6176470588235,386.2880510478615
replicate_5,pos1,7,11.25,522.9683333333332,361.63873732237124
replicate_5,pos1,8,12.75,491.5833333333333,330.25373732237125
replicate_5,pos1,9,14.25,482.70175438596493,321.37215837500287
replicate_5,pos1,10,15.75,503.5585821547058,342.2289861437437
replicate_5,pos1,11,17.25,485.8328828828829,324.50328687192086
replicate_5,pos1,12,18.75,474.3561643835616,313.0265683725995
replicate_5,pos1,13,20.25,459.99120082815733,298.66160481719527
replicate_5,pos1,14,21.75,430.69827586206895,269.3686798511069
replicate_5,pos1,15,23.25,396.7173913043478,235.38779529338575
replicate_5,pos1,16,24.75,391.8490566037736,230.51946059281153
replicate_5,pos1,17,26.25,350.109375,188.77977898903794
replicate_5,pos1,18,27.75,377.3916256157636,216.0620296048015
replicate_5,pos1,19,29.25,351.6299642218247,190.30036821086262
replicate_5,pos1,20,30.75,355.0927937915743,193.76319778061222
replicate_5,pos1,21,32.25,333.21794871794873,171.88835270698667
replicate_5,pos1,22,33.75,340.6144578313253,179.28486182036323
replicate_5,pos1,23,35.25,295.10218253968253,133.7725865287205
replicate_5,pos1,24,36.75,278.1552845528455,116.82568854188347
replicate_5,pos1,25,38.25,276.83720930232556,115.5076132913635
replicate_5,pos1,26,39.75,259.0,97.67040398903794
replicate_5,pos1,27,41.25,257.7936507936508,96.46405478268872
replicate_5,pos1,28,42.75,259.86471861471864,98.53512260375658
replicate_5,pos1,29,44.25,252.95,91.62040398903792
replicate_5,pos1,30,45.75,252.51754716981134,91.18795115884926
replicate_5,pos1,31,47.25,264.7,103.37040398903792
replicate_5,pos1,32,48.75,267.05555555555554,105.72595954459348
replicate_5,pos1,33,50.25,266.2,104.87040398903792
replicate_5,pos2,0,0.75,308.7887323943662,147.45913638340414
replicate_5,pos2,1,2.25,373.8225806451613,212.49298463419922
replicate_5,pos2,2,3.75,428.2308695652174,266.90127355425534
replicate_5,pos2,3,5.25,450.457627118644,289.1280311076819
replicate_5,pos2,4,6.75,473.50877192982455,312.1791759188625
replicate_5,pos2,5,8.25,500.89961538461534,339.5700193736533
replicate_5,pos2,6,9.75,516.8979591836735,355.56836317271143
replicate_5,pos2,7,11.25,527.8181818181819,366.4885858072198
replicate_5,pos2,8,12.75,539.024031007752,377.6944349967899
replicate_5,pos2,9,14.25,488.8831168831169,327.5535208721548
replicate_5,pos2,10,15.75,514.8769841269841,353.54738811602203
replicate_5,pos2,11,17.25,503.89473684210526,342.5651408311432
replicate_5,pos2,12,18.75,476.24444444444447,314.9148484334824
replicate_5,pos2,13,20.25,461.05102040816325,299.7214243972012
replicate_5,pos2,14,21.75,402.3777777777778,241.04818176681573
replicate_5,pos2,15,23.25,397.1939443535188,235.86434834255675
replicate_5,pos2,16,24.75,380.5263157894737,219.19671977851164
replicate_5,pos2,17,26.25,384.0597014925374,222.73010548157532
replicate_5,pos2,18,27.75,381.0,219.67040398903794
replicate_5,pos2,19,29.25,313.68333333333334,152.35373732237127
replicate_5,pos2,20,30.75,330.52,169.19040398903792
replicate_5,pos2,21,32.25,357.27272727272725,195.9431312617652
replicate_5,pos2,22,33.75,293.35483870967744,132.02524269871537
replicate_5,pos2,23,35.25,306.5,145.17040398903794
replicate_5,pos2,24,36.75,279.30171358629127,117.97211757532924
replicate_5,pos2,25,38.25,272.60869565217394,111.27909964121187
replicate_5,pos2,26,39.75,260.9378306878307,99.60823467686862
replicate_5,pos2,27,41.25,260.2826923076923,98.95309629673025
replicate_5,pos2,28,42.75,248.2089552238806,86.87935921291853
replicate_5,pos2,29,44.25,246.63892857142855,85.30933256046649
replicate_5,pos2,30,45.75,242.4897129186603,81.16011690769824
replicate_5,pos2,31,47.25,233.34615384615384,72.01655783519178
replicate_5,pos2,32,48.75,234.20689655172413,72.87730054076206
replicate_5,pos2,33,50.25,235.65973813420624,74.33014212324416
replicate_5,pos2,34,51.75,258.58075563411404,97.25115962315196
replicate_5,pos3,0,0.75,274.94594594594594,113.61634993498387
replicate_5,pos3,1,2.25,292.5083333333333,131.17873732237126
replicate_5,pos3,2,3.75,348.4,187.0704039890379
replicate_5,pos3,3,5.25,336.2987012987013,174.96910528773924
replicate_5,pos3,4,6.75,360.1111111111111,198.78151510014902
replicate_5,pos3,5,8.25,349.001254180602,187.67165816963995
replicate_5,pos3,6,9.75,381.1470588235294,219.81746281256733
replicate_5,pos3,7,11.25,378.8301886792453,217.50059266828322
replicate_5,pos3,8,12.75,367.2552182163188,205.92562220535672
replicate_5,pos3,9,14.25,341.2906504065041,179.96105439554202
replicate_5,pos3,10,15.75,320.6017957351291,159.27219972416702
replicate_5,pos3,11,17.25,345.9555555555556,184.6259595445935
replicate_5,pos3,12,18.75,349.875,188.54540398903794
replicate_5,pos3,13,20.25,336.2317073170732,174.9021113061111
replicate_5,pos3,14,21.75,308.83333333333337,147.50373732237128
replicate_5,pos3,15,23.25,300.8994435612083,139.5698475502462
replicate_5,pos3,16,24.75,294.09538375973307,132.76578774877098
replicate_5,pos3,17,26.25,257.94878296146044,96.6191869504984
replicate_5,pos3,18,27.75,246.1038961038961,84.77430009293403
replicate_5,pos3,19,29.25,251.55357142857144,90.22397541760938
replicate_5,pos3,20,30.75,253.58536585365857,92.25576984269651
replicate_5,pos3,21,32.25,247.58846153846153,86.25886552749947
replicate_5,pos3,22,33.75,237.19138321995464,75.86178720899258
replicate_5,pos3,23,35.25,220.1148558758315,58.78525986486942
replicate_5,pos3,24,36.75,221.85365853658536,60.52406252562329
replicate_5,pos3,25,38.25,215.22033898305085,53.89074297208879
replicate_5,pos3,26,39.75,210.50636792452832,49.176771913566256
replicate_5,pos3,27,41.25,205.88059701492537,44.55100100396331
replicate_5,pos3,28,42.75,213.34943316013226,52.0198371491702
replicate_5,pos3,29,44.25,202.67744755244757,41.3478515414855
replicate_5,pos3,30,45.75,210.5,49.170403989037936
replicate_5,pos3,31,47.25,216.25352112676055,54.92392511579848
replicate_5,pos3,32,48.75,234.33939628482972,73.00980027386764
replicate_5,pos3,33,50.25,252.025974025974,90.69637801501193
replicate_5,pos4,0,0.75,274.8588235294118,113.52922751844972
replicate_5,pos4,1,2.25,310.87142857142857,149.5418325604665
replicate_5,pos4,2,3.75,356.8979591836735,195.56836317271143
replicate_5,pos4,3,5.25,352.77025089605735,191.44065488509528
replicate_5,pos4,4,6.75,344.8510638297872,183.52146781882516
replicate_5,pos4,5,8.25,345.5432098765432,184.21361386558112
replicate_5,pos4,6,9.75,338.881045751634,177.55144974067193
replicate_5,pos4,7,11.25,343.8262987012987,182.49670269033663
replicate_5,pos4,8,12.75,363.6928696668615,202.36327365589943
replicate_5,pos4,9,14.25,357.4440816326531,196.11448562169102
replicate_5,pos4,10,15.75,311.1047619047619,149.77516589379985
replicate_5,pos4,11,17.25,278.13614457831324,116.80654856735117
replicate_5,pos4,12,18.75,304.3181818181818,142.98858580721975
replicate_5,pos4,13,20.25,303.9853896103896,142.65579359942754
replicate_5,pos4,14,21.75,285.4852941176471,124.15569810668501
replicate_5,pos4,15,23.25,252.16892857142855,90.83933256046649
replicate_5,pos4,16,24.75,258.16958041958037,96.83998440861834
replicate_5,pos4,17,26.25,252.4850746268657,91.15547861590362
replicate_5,pos4,18,27.75,243.67307692307693,82.34348091211487
replicate_5,pos4,19,29.25,235.04381547139405,73.71421946043198
replicate_5,pos4,20,30.75,228.43503118503122,67.10543517406914
replicate_5,pos4,21,32.25,224.11428571428573,62.784689703323664
replicate_5,pos4,22,33.75,222.04545454545453,60.71585853449247
replicate_5,pos4,23,35.25,215.56363636363636,54.2340403526743
replicate_5,pos4,24,36.75,211.7792207792208,50.44962476825873
replicate_5,pos4,25,38.25,204.58333333333337,43.25373732237131
replicate_5,pos4,26,39.75,210.39420062695925,49.06460461599718
replicate_5,pos4,27,41.25,209.703125,48.373528989037936
replicate_5,pos4,28,42.75,206.26231017027152,44.93271415930944
replicate_5,pos4,29,44.25,210.15674603174602,48.82715002078396
replicate_5,pos4,30,45.75,213.59459459459455,52.26499858363249
replicate_5,pos4,31,47.25,221.54237288135593,60.21277687039387
replicate_5,pos4,32,48.75,215.8957080371788,54.56611202621674
replicate_5,pos4,33,50.25,223.29162404092068,61.96202802995863
replicate_5,pos5,0,0.75,258.9078947368421,97.57829872588002
replicate_5,pos5,1,2.25,290.6363636363636,129.30676762540156
replicate_5,pos5,2,3.75,301.20461460446245,139.8750185935004
replicate_5,pos5,3,5.25,314.85185185185185,153.52225584088978
replicate_5,pos5,4,6.75,332.138249199329,170.80865318836692
replicate_5,pos5,5,8.25,338.6126723913609,177.28307638039885
replicate_5,pos5,6,9.75,321.078431372549,159.74883536158694
replicate_5,pos5,7,11.25,299.343300110742,138.01370409977991
replicate_5,pos5,8,12.75,273.719298245614,112.38970223465196
replicate_5,pos5,9,14.25,266.10714285714283,104.77754684618077
replicate_5,pos5,10,15.75,265.56140350877195,104.23180749780988
replicate_5,pos5,11,17.25,265.1764705882353,103.84687457727324
replicate_5,pos5,12,18.75,267.51785714285717,106.1882611318951
replicate_5,pos5,13,20.25,284.0311688311688,122.70157282020676
replicate_5,pos5,14,21.75,259.5678571428572,98.23826113189509
replicate_5,pos5,15,23.25,247.09302325581396,85.7634272448519
replicate_5,pos5,16,24.75,258.8333333333333,97.50373732237125
replicate_5,pos5,17,26.25,241.16,79.83040398903793
replicate_5,pos5,18,27.75,219.62012411347519,58.290528102513136
replicate_5,pos5,19,29.25,213.36921353907417,52.03961752811212
replicate_5,pos5,20,30.75,202.71875,41.389153989037936
replicate_5,pos5,21,32.25,198.34273504273506,37.01313903177298
replicate_5,pos5,22,33.75,202.7926948051948,41.463098794232735
replicate_5,pos5,23,35.25,194.55,33.22040398903795
replicate_5,pos5,24,36.75,189.44736842105263,28.117772410090566
replicate_5,pos5,25,38.25,187.10256410256412,25.772968091602053
replicate_5,pos5,26,39.75,187.8679245283019,26.538328517339835
replicate_5,pos5,27,41.25,194.16666666666663,32.837070655704565
replicate_5,pos5,28,42.75,191.42,30.090403989037924
replicate_5,pos5,29,44.25,188.22222222222223,26.892626211260165
replicate_5,pos5,30,45.75,191.0727272727273,29.743131261765228
replicate_5,pos5,31,47.25,193.87107843137255,32.5414824204105
replicate_5,pos5,32,48.75,198.48611111111111,37.15651510014905
replicate_5,pos5,33,50.25,203.48684210526318,42.1572460943011
replicate_5,pos6,0,0.75,312.23809523809524,150.90849922713318
replicate_5,pos6,1,2.25,351.7076923076923,190.37809629673023
replicate_5,pos6,2,3.75,359.7818181818182,198.45222217085615
replicate_5,pos6,3,5.25,357.64473684210526,196.3151408311432
replicate_5,pos6,4,6.75,374.21072974644403,212.88113373548197
replicate_5,pos6,5,8.25,367.41526904262753,206.08567303166546
replicate_5,pos6,6,9.75,348.62338362068965,187.2937876097276
replicate_5,pos6,7,11.25,315.14285714285717,153.8132611318951
replicate_5,pos6,8,12.75,304.5101317122594,143.18053570129732
replicate_5,pos6,9,14.25,297.7368421052632,136.40724609430112
replicate_5,pos6,10,15.75,285.66037735849056,124.3307813475285
replicate_5,pos6,11,17.25,263.2931034482759,101.96350743731381
replicate_5,pos6,12,18.75,252.3867924528302,91.05719644186813
replicate_5,pos6,13,20.25,239.75328947368422,78.42369346272214
replicate_5,pos6,14,21.75,252.325641025641,90.99604501467896
replicate_5,pos6,15,23.25,232.76470588235293,71.43510987139086
replicate_5,pos6,16,24.75,238.23162431941924,76.90202830845718
replicate_5,pos6,17,26.25,217.59043062200953,56.260834611047486
replicate_5,pos6,18,27.75,213.69701575020724,52.36741973924518
replicate_5,pos6,19,29.25,206.53787878787878,45.20828277691672
replicate_5,pos6,20,30.75,209.53010033444818,48.200504323486115
replicate_5,pos6,21,32.25,207.8947368421053,46.565140831143225
replicate_5,pos6,22,33.75,209.3909543325527,48.06135832159063
replicate_5,pos6,23,35.25,206.88125548726953,45.551659476307464
replicate_5,pos6,24,36.75,207.44262295081967,46.113026939857605
replicate_5,pos6,25,38.25,206.71428571428572,45.384689703323644
replicate_5,pos6,26,39.75,200.24444444444444,38.914848433482376
replicate_5,pos6,27,41.25,197.32290926320775,35.9933132522457
replicate_5,pos6,28,42.75,201.0217391304348,39.692143119472746
replicate_5,pos6,29,44.25,201.67170671085336,40.34211069989128
replicate_5,pos6,30,45.75,203.7741935483871,42.44459753742504
replicate_5,pos6,31,47.25,208.45689655172413,47.12730054076208
replicate_5,pos6,32,48.75,212.6158064516129,51.286210440650834
replicate_5,pos6,33,50.25,216.4754098360656,55.145813825103545
replicate_5,pos6,34,51.75,229.70506535947715,68.37546934851507
replicate_5,pos7,0,0.75,300.6,139.27040398903796
replicate_5,pos7,1,2.25,343.2270381836945,181.89744217273247
replicate_5,pos7,2,3.75,387.01944444444445,225.68984843348238
replicate_5,pos7,3,5.25,420.84615384615387,259.5165578351918
replicate_5,pos7,4,6.75,424.7673801369863,263.4377841260242
replicate_5,pos7,5,8.25,448.7317073170732,287.4021113061111
replicate_5,pos7,6,9.75,408.1333333333333,246.80373732237126
replicate_5,pos7,7,11.25,363.3809523809524,202.05135636999034
replicate_5,pos7,8,12.75,369.1754385964912,207.8458425855291
replicate_5,pos7,9,14.25,384.4318181818182,223.10222217085612
replicate_5,pos7,10,15.75,348.6680652680653,187.3384692571032
replicate_5,pos7,11,17.25,316.609756097561,155.28016008659893
replicate_5,pos7,12,18.75,312.140350877193,150.81075486623092
replicate_5,pos7,13,20.25,298.51050420168065,137.1809081907186
replicate_5,pos7,14,21.75,306.2530120481928,144.9234160372307
replicate_5,pos7,15,23.25,283.88397129186603,122.55437528090397
replicate_5,pos7,16,24.75,273.74897400820794,112.41937799724587
replicate_5,pos7,17,26.25,250.11904761904762,88.78945160808556
replicate_5,pos7,18,27.75,254.25,92.92040398903794
replicate_5,pos7,19,29.25,236.54545454545453,75.21585853449247
replicate_5,pos7,20,30.75,229.60060240963855,68.27100639867649
replicate_5,pos7,21,32.25,225.93051811919736,64.6009221082353
replicate_5,pos7,22,33.75,218.47272727272727,57.143131261765205
replicate_5,pos7,23,35.25,217.0138888888889,55.684292877926836
replicate_5,pos7,24,36.75,211.47916666666669,50.14957065570462
replicate_5,pos7,25,38.25,208.3469387755102,47.01734276454815
replicate_5,pos7,26,39.75,211.4909090909091,50.161313079947035
replicate_5,pos7,27,41.25,207.43667371760972,46.10707770664766
replicate_5,pos7,28,42.75,209.7536231884058,48.42402717744375
replicate_5,pos7,29,44.25,215.17241379310343,53.84281778214137
replicate_5,pos7,30,45.75,215.9122807017544,54.58268469079235
replicate_5,pos7,31,47.25,212.19176413255363,50.862168121591566
replicate_5,pos7,32,48.75,210.9268115942029,49.59721558324084
replicate_5,pos7,33,50.25,213.51509287925697,52.185496868294905
replicate_5,pos8,0,0.75,282.49584328714764,121.16624727618557
replicate_5,pos8,1,2.25,326.52,165.19040398903792
replicate_5,pos8,2,3.75,390.2966650074664,228.96706899650434
replicate_5,pos8,3,5.25,400.2,238.87040398903792
replicate_5,pos8,4,6.75,435.07246376811594,273.7428677571539
replicate_5,pos8,5,8.25,428.78168119099485,267.4520851800328
replicate_5,pos8,6,9.75,383.672131147541,222.34253513657893
replicate_5,pos8,7,11.25,382.50666666666666,221.1770706557046
replicate_5,pos8,8,12.75,361.04761904761904,199.71802303665697
replicate_5,pos8,9,14.25,338.24246987951807,176.912873868556
replicate_5,pos8,10,15.75,325.1356617647059,163.8060657537438
replicate_5,pos8,11,17.25,308.2025316455696,146.87293563460753
replicate_5,pos8,12,18.75,278.5781055255505,117.24850951458842
replicate_5,pos8,13,20.25,280.8448275862069,119.51523157524485
replicate_5,pos8,14,21.75,255.78199233716475,94.4523963262027
replicate_5,pos8,15,23.25,261.66536585365856,100.3357698426965
replicate_5,pos8,16,24.75,254.36118634886242,93.03159033790034
replicate_5,pos8,17,26.25,238.6946324951644,77.36503648420235
replicate_5,pos8,18,27.75,225.5386046511628,64.20900864020074
replicate_5,pos8,19,29.25,217.3181818181818,55.98858580721975
replicate_5,pos8,20,30.75,216.52272727272728,55.19313126176522
replicate_5,pos8,21,32.25,219.22474747474746,57.89515146378541
replicate_5,pos8,22,33.75,208.82834928229667,47.49875327133461
replicate_5,pos8,23,35.25,205.58620689655172,44.25661088558965
replicate_5,pos8,24,36.75,211.44117647058823,50.11158045962617
replicate_5,pos8,25,38.25,212.7433311646064,51.413735153644325
replicate_5,pos8,26,39.75,207.30516975308637,45.975573742124325
replicate_5,pos8,27,41.25,208.6315789473684,47.30198293640635
replicate_5,pos8,28,42.75,211.27258403361344,49.94298802265139
replicate_5,pos8,29,44.25,204.6122448979592,43.28264888699712
replicate_5,pos8,30,45.75,212.28076828969904,50.95117227873699
replicate_5,pos8,31,47.25,214.89743589743588,53.56783988647382
replicate_5,pos8,32,48.75,212.9775039123631,51.64790790140103
replicate_5,pos8,33,50.25,218.33823529411765,57.00863928315559
replicate_5,pos9,0,0.75,301.8618421052631,140.5322460943011
replicate_5,pos9,1,2.25,327.65977822580646,166.3301822148444
replicate_5,pos9,2,3.75,376.8633980881899,215.53380207722788
replicate_5,pos9,3,5.25,382.4366197183099,221.10702370734782
replicate_5,pos9,4,6.75,410.1486954513969,248.81909944043485
replicate_5,pos9,5,8.25,401.71233766233763,240.3827416513756
replicate_5,pos9,6,9.75,404.75,243.42040398903794
replicate_5,pos9,7,11.25,401.53275862068966,240.2031626097276
replicate_5,pos9,8,12.75,390.0740740740741,228.744478063112
replicate_5,pos9,9,14.25,363.53164556962025,202.2020495586582
replicate_5,pos9,10,15.75,335.8006267136702,174.47103070270813
replicate_5,pos9,11,17.25,296.2888888888889,134.95929287792683
replicate_5,pos9,12,18.75,277.8268028846154,116.49720687365331
replicate_5,pos9,13,20.25,304.76065999258435,143.4310639816223
replicate_5,pos9,14,21.75,303.0468587296078,141.7172627186457
replicate_5,pos9,15,23.25,301.8036062378168,140.47401022685472
replicate_5,pos9,16,24.75,278.33152173913044,117.00192572816837
replicate_5,pos9,17,26.25,262.5344827586207,101.20488674765863
replicate_5,pos9,18,27.75,252.94230769230768,91.61271168134562
replicate_5,pos9,19,29.25,247.9170918367347,86.58749582577263
replicate_5,pos9,20,30.75,240.55169561621173,79.22209960524967
replicate_5,pos9,21,32.25,232.0494252873563,70.71982927639425
replicate_5,pos9,22,33.75,223.59183673469389,62.26224072373182
replicate_5,pos9,23,35.25,215.3050847457627,53.97548873480065
replicate_5,pos9,24,36.75,217.7611940298507,56.43159801888865
replicate_5,pos9,25,38.25,223.34146110056926,62.0118650896072
replicate_5,pos9,26,39.75,219.65573770491804,58.326141693955975
replicate_5,pos9,27,41.25,218.7058823529412,57.376286341979124
replicate_5,pos9,28,42.75,207.38983050847455,46.06023449751248
replicate_5,pos9,29,44.25,203.6716417910448,42.34204578008274
replicate_5,pos9,30,45.75,206.4179104477612,45.08831443679912
replicate_5,pos9,31,47.25,208.98,47.650403989037926
replicate_5,pos9,32,48.75,213.85655471289272,52.52695870193065
replicate_5,pos9,33,50.25,212.5371032163128,51.20750720535074
replicate_7,pos0,0,0.75,339.4328173374613,178.10322132649924
replicate_7,pos0,1,2.25,373.37704918032784,212.04745316936578
replicate_7,pos0,2,3.75,392.3571428571428,231.0275468461807
replicate_7,pos0,3,5.25,430.81081081081084,269.4812147998488
replicate_7,pos0,4,6.75,469.96491228070175,308.6353162697397
replicate_7,pos0,5,8.25,485.93589743589746,324.6063014249354
replicate_7,pos0,6,9.75,494.57871939736344,333.2491233864014
replicate_7,pos0,7,11.25,518.4428514536041,357.11325544264207
replicate_7,pos0,8,12.75,499.36538461538464,338.0357886044226
replicate_7,pos0,9,14.25,428.1036585365854,266.7740625256233
replicate_7,pos0,10,15.75,435.9428571428571,274.61326113189506
replicate_7,pos0,11,17.25,449.9861111111111,288.656515100149
replicate_7,pos0,12,18.75,406.6410256410256,245.31142963006351
replicate_7,pos0,13,20.25,388.9069548872181,227.57735887625603
replicate_7,pos0,14,21.75,342.82978723404256,181.5001912230805
replicate_7,pos0,15,23.25,337.5813953488372,176.25179933787513
replicate_7,pos0,16,24.75,308.21276595744683,146.88316994648477
replicate_7,pos0,17,26.25,292.46153846153845,131.1319424505764
replicate_7,pos0,18,27.75,262.4789377289377,101.14934171797566
replicate_7,pos0,19,29.25,263.8888888888889,102.55929287792685
replicate_7,pos0,20,30.75,247.61561032863852,86.28601431767645
