replicate,pos,y_bin,y_um,median_intensity,median_corrected_intensity,corrected_intensity,bg_value,concentration,fitted_concentration
replicate_2,pos0,0,0.75,2964.7169811320755,1229.2703627069309,1343.7725366876311,1620.9444444444443,25.857124898769438,34.693798668465746
replicate_2,pos0,1,2.25,3039.088888888889,1303.6422704637444,1418.1444444444446,1620.9444444444443,27.268150443471697,31.446091556555
replicate_2,pos0,2,3.75,3010.966745283019,1275.5201268578742,1390.0223008385747,1620.9444444444443,26.727214514896712,28.497420010050245
replicate_2,pos0,3,5.25,2932.8964285714287,1197.449810146284,1311.9519841269844,1620.9444444444443,25.273081577232503,25.81974373461095
replicate_2,pos0,4,6.75,2846.166332916145,1110.7197144910006,1225.2218884717008,1620.9444444444443,23.62632982057239,23.387599456444896
replicate_2,pos0,5,8.25,2958.7323943661972,1223.2857759410526,1337.787949921753,1620.9444444444443,25.74636038371638,21.17785878014996
replicate_2,pos0,6,9.75,2823.054054054054,1087.6074356289096,1202.1096096096098,1620.9444444444443,23.151562745233452,19.169508250004714
replicate_2,pos0,7,11.25,2634.7456456456457,899.2990272205009,1013.8012012012014,1620.9444444444443,18.97803798000238,17.343449523207603
replicate_2,pos0,8,12.75,2559.8068885448915,824.3602701197469,938.8624441004472,1620.9444444444443,17.282386003802074,15.682317754819165
replicate_2,pos0,9,14.25,2520.606971153846,785.1603527287016,899.6625267094018,1620.9444444444443,16.410733757015844,14.170316467344536
replicate_2,pos0,10,15.75,2373.5348837209303,638.0882652957857,752.590439276486,1620.9444444444443,13.320027010745775,12.79306733465435
replicate_2,pos0,11,17.25,2286.0466666666666,550.600048241522,665.1022222222223,1620.9444444444443,11.788309505338155,11.537473451768903
replicate_2,pos0,12,18.75,2311.6700819672133,576.2234635420684,690.7256375227689,1620.9444444444443,12.158829274366258,10.391594790274379
replicate_2,pos0,13,20.25,2254.090909090909,518.6442906657644,633.1464646464647,1620.9444444444443,11.402698210166271,9.344534655018355
replicate_2,pos0,14,21.75,2183.4,447.9533815748555,562.4555555555557,1620.9444444444443,10.610176623389103,8.386336062348443
replicate_2,pos0,15,23.25,1991.7319587628865,256.2853403377419,370.78751431844216,1620.9444444444443,6.4681869040777595,7.50788705450623
replicate_2,pos0,16,24.75,1927.6442307692305,192.197612344086,306.69978632478615,1620.9444444444443,1.4843662942919942,6.700834049767007
replicate_2,pos0,17,26.25,1963.8666666666663,228.42004824152173,342.922222222222,1620.9444444444443,3.434322977289106,5.957502404331221
replicate_2,pos0,18,27.75,1920.3584905660375,184.9118721408929,299.4140461215932,1620.9444444444443,1.2820198813482087,5.270823430553622
replicate_2,pos0,19,29.25,1789.6109234234234,54.164304998278794,168.66647897897906,1620.9444444444443,0.78125,4.6342671774924
replicate_2,pos0,20,30.75,1746.9411764705883,11.494558045443682,125.99673202614395,1620.9444444444443,0.78125,4.041780334557127
replicate_2,pos0,21,32.25,1620.9444444444443,-114.50217398070026,0.0,1620.9444444444443,0.78125,3.4877286677523265
replicate_2,pos0,22,33.75,1715.40625,-20.040368425144607,94.46180555555566,1620.9444444444443,0.78125,2.9668434411160396
replicate_2,pos0,23,35.25,1712.0675675675675,-23.379050857577113,91.12312312312315,1620.9444444444443,0.78125,2.474171313849818
replicate_2,pos0,24,36.75,1676.722446236559,-58.724172188585385,55.778001792114765,1620.9444444444443,0.78125,2.005027236688575
replicate_2,pos0,25,38.25,1724.6363636363635,-10.810254788781094,103.69191919191917,1620.9444444444443,0.78125,1.5549498995798863
replicate_2,pos0,26,39.75,1676.6017722878623,-58.84484613728216,55.65732784341799,1620.9444444444443,0.78125,1.1196593070039034
replicate_2,pos0,27,41.25,1660.3239436619715,-75.12267476317311,39.379499217527155,1620.9444444444443,0.78125,0.6950160774978229
replicate_2,pos0,28,42.75,1703.6470588235295,-31.7995596016151,82.70261437908516,1620.9444444444443,0.78125,0.27698208034505517
replicate_2,pos0,29,44.25,1723.9169082125602,-11.529710212584405,102.97246376811586,1620.9444444444443,0.78125,-0.13841796489498104
replicate_2,pos0,30,45.75,1719.0166666666669,-16.429951758477728,98.07222222222254,1620.9444444444443,0.78125,-0.5551342911844531
replicate_2,pos0,31,47.25,1693.049180327869,-42.39743809727565,72.10473588342461,1620.9444444444443,0.78125,-0.9771296486165413
replicate_2,pos0,32,48.75,1710.7121212121212,-24.73449721302336,89.7676767676769,1620.9444444444443,0.78125,-1.4084169880561075
replicate_2,pos0,33,50.25,1723.983606557377,-11.463011867767593,103.03916211293267,1620.9444444444443,0.78125,-1.8530976221629405
replicate_2,pos0,34,51.75,1767.9655172413793,32.518898816234696,147.02107279693496,1620.9444444444443,0.78125,-2.315400226688559
replicate_2,pos1,0,0.75,2249.437426900585,513.9908084754402,937.5784525416104,1311.8589743589744,17.25361587426586,23.695034450884844
replicate_2,pos1,1,2.25,2337.714285714286,602.2676672891412,1025.8553113553114,1311.8589743589744,19.252375972410093,21.18006645313058
replicate_2,pos1,2,3.75,2314.7380952380954,579.2914768129508,1002.879120879121,1311.8589743589744,18.72958070143361,18.930470487163873
replicate_2,pos1,3,5.25,2186.1341064525723,450.68748802742743,874.2751320935979,1311.8589743589744,15.854895980881995,16.918060623846543
replicate_2,pos1,4,6.75,2219.310528756957,483.8639103318126,907.4515543979826,1311.8589743589744,16.582734729590726,15.117622716877413
replicate_2,pos1,5,8.25,2008.5642857142857,273.1176672891412,696.7053113553113,1311.8589743589744,12.256759840823168,13.506598486444817
replicate_2,pos1,6,9.75,2063.668709677419,328.2220912522746,751.8097353184446,1311.8589743589744,13.304572660028812,12.064802879105446
replicate_2,pos1,7,11.25,1986.4186046511627,250.9719862260181,674.5596302921883,1311.8589743589744,11.916863928421229,10.774171162598506
replicate_2,pos1,8,12.75,1992.336405529954,256.88978710480944,680.4774311709796,1311.8589743589744,12.001896891202199,9.618532586862518
replicate_2,pos1,9,14.25,1847.638227513228,112.19160908808306,535.7792531542536,1311.8589743589744,10.258820731202313,8.583407775379289
replicate_2,pos1,10,15.75,1944.6511627906975,209.20454436555292,632.7921884317232,1311.8589743589744,11.398714616367933,7.655827308294321
replicate_2,pos1,11,17.25,1749.6923076923076,14.245689267163016,437.83333333333326,1311.8589743589744,8.364609847012103,6.824169224281779
replicate_2,pos1,12,18.75,1737.7330224772836,2.286404052139005,425.87404811830925,1311.8589743589744,8.057921647889518,6.0780134051614265
replicate_2,pos1,13,20.25,1681.8915307971015,-53.55508762804311,370.03255643812713,1311.8589743589744,6.444838875684911,5.408011018804324
replicate_2,pos1,14,21.75,1643.542862021858,-91.9037564032866,331.68388766288354,1311.8589743589744,2.589285660419094,4.805767384534489
replicate_2,pos1,15,23.25,1586.2152981427173,-149.2313202824273,274.35632378374294,1311.8589743589744,0.8350963295283629,4.263736793408521
replicate_2,pos1,16,24.75,1503.9846153846156,-231.4620030405291,192.12564102564124,1311.8589743589744,0.78125,3.7751279655417918
replicate_2,pos1,17,26.25,1548.4722222222222,-186.97439620292243,236.6132478632478,1311.8589743589744,0.78125,3.333818959924948
replicate_2,pos1,18,27.75,1533.2444444444443,-202.2021739807003,221.38547008546993,1311.8589743589744,0.78125,2.9342804706077055
replicate_2,pos1,19,29.25,1454.6507936507935,-280.7958247743511,142.79181929181914,1311.8589743589744,0.78125,2.5715065482026036
replicate_2,pos1,20,30.75,1448.179577464789,-287.26704096035576,136.3206031058146,1311.8589743589744,0.78125,2.24095187869558
replicate_2,pos1,21,32.25,1466.753846153846,-268.6927722712985,154.89487179487173,1311.8589743589744,0.78125,1.9384748337089301
replicate_2,pos1,22,33.75,1456.1201809598742,-279.3264374652705,144.26120660089987,1311.8589743589744,0.78125,1.6602855786746267
replicate_2,pos1,23,35.25,1428.5689655172414,-306.8776529079032,116.70999115826703,1311.8589743589744,0.78125,1.4028985887481988
replicate_2,pos1,24,36.75,1404.9701492537313,-330.4764691714133,93.11117489475691,1311.8589743589744,0.78125,1.1630889775194178
replicate_2,pos1,25,38.25,1368.8333333333333,-366.61328509181135,56.97435897435889,1311.8589743589744,0.78125,0.937852091347805
replicate_2,pos1,26,39.75,1328.5,-406.9466184251446,16.641025641025635,1311.8589743589744,0.78125,0.7243658630670882
replicate_2,pos1,27,41.25,1311.8589743589744,-423.58764406617024,0.0,1311.8589743589744,0.78125,0.5199554533757522
replicate_2,pos1,28,42.75,1369.444099378882,-366.0025190462626,57.58512501990754,1311.8589743589744,0.78125,0.3220597368940284
replicate_2,pos1,29,44.25,1469.2054507337523,-266.241167691392,157.34647637477792,1311.8589743589744,0.78125,0.1281992129800739
replicate_2,pos1,30,45.75,1391.9213483146068,-343.5252701105378,80.06237395563244,1311.8589743589744,0.78125,-0.06405506075060707
replicate_2,pos1,31,47.25,1384.0629229925005,-351.3836954326441,72.20394863352612,1311.8589743589744,0.78125,-0.2571119014446769
replicate_2,pos1,32,48.75,1348.0550817341862,-387.3915366909585,36.196107375211795,1311.8589743589744,0.78125,-0.45339018187474195
replicate_2,pos1,33,50.25,1293.2291666666667,-442.21745175847786,-18.629807692307622,1311.8589743589744,0.78125,-0.6553491372933806
replicate_2,pos1,34,51.75,1530.8,-204.64661842514465,218.9410256410256,1311.8589743589744,0.78125,-0.8655191780019834
replicate_2,pos1,35,53.25,1364.1789071680375,-371.26771125710707,52.319932809063175,1311.8589743589744,0.78125,-1.0865335936952325
replicate_2,pos2,0,0.75,2979.0227272727275,1243.5761088475829,1281.3648325358854,1697.657894736842,24.717389368740484,30.755357228462273
replicate_2,pos2,1,2.25,3119.146779661017,1383.7001612358724,1421.4888849241747,1697.657894736842,27.33306250500684,27.84154411717694
replicate_2,pos2,2,3.75,3011.523076923077,1276.0764584979324,1313.865182186235,1697.657894736842,25.307853740373886,25.199580505267043
replicate_2,pos2,3,5.25,2803.5319991438355,1068.0853807186909,1105.8741044069934,1697.657894736842,21.063075457675737,22.803669817577028
replicate_2,pos2,4,6.75,2774.858401084011,1039.4117826588663,1077.2005063471688,1697.657894736842,20.418106516360027,20.630417980909833
replicate_2,pos2,5,8.25,2703.1702127659573,967.7235943408128,1005.5123180291152,1697.657894736842,18.789463315465362,18.65860500037836
replicate_2,pos2,6,9.75,2637.4202898550725,901.973671429928,939.7623951182304,1697.657894736842,17.302558823019105,16.868977763821757
replicate_2,pos2,7,11.25,2626.6341463414633,891.1875279163187,928.9762516046212,1697.657894736842,17.061218365963448,15.244062051193946
replicate_2,pos2,8,12.75,2466.723925299507,731.277306874362,769.0660305626648,1697.657894736842,13.648782175780674,13.76799191335264
replicate_2,pos2,9,14.25,2447.5714285714284,712.1248101462838,749.9135338345864,1697.657894736842,13.267083816659234,12.426354754274934
replicate_2,pos2,10,15.75,2416.1369863013697,680.6903678762251,718.4790915645276,1697.657894736842,12.655547396030125,11.206050604056006
replicate_2,pos2,11,17.25,2253.421875,517.9752565748554,555.7639802631579,1697.657894736842,10.526726746734942,10.09516420860913
replicate_2,pos2,12,18.75,2241.1666666666665,505.7200482415219,543.5087719298244,1697.657894736842,10.366056938340762,9.08284868712934
replicate_2,pos2,13,20.25,2162.7261904761904,427.27957205104576,465.0682957393483,1697.657894736842,9.001573438917717,8.159219621332726
replicate_2,pos2,14,21.75,2108.4222222222224,372.97560379707784,410.76432748538036,1697.657894736842,7.648593328902057,7.315258542340952
replicate_2,pos2,15,23.25,2183.7668103448277,448.3201919196831,486.10891560798564,1697.657894736842,9.433513013095164,6.542724872840824
replicate_2,pos2,16,24.75,2218.4748062015506,483.0281877764059,520.8169114647085,1697.657894736842,10.036471175391737,5.834075464707357
replicate_2,pos2,17,26.25,2002.6352699530516,267.18865152790715,304.97737521620957,1697.657894736842,1.4327346552362719,5.1823909464422195
replicate_2,pos2,18,27.75,1974.3506535947713,238.90403516962655,276.6927588579292,1697.657894736842,0.8642378366938653,4.581308161271657
replicate_2,pos2,19,29.25,1933.3151455835575,197.86852715841303,235.65725084671544,1697.657894736842,0.78125,4.024958036218105
replicate_2,pos2,20,30.75,1904.754716981132,169.3080985559875,207.09682224429002,1697.657894736842,0.78125,3.5079082754887425
replicate_2,pos2,21,32.25,1809.0688405797105,73.62222215456563,111.41094584286839,1697.657894736842,0.78125,3.0251103186296353
replicate_2,pos2,22,33.75,1812.2747419550697,76.82812352992516,114.61684721822758,1697.657894736842,0.78125,2.5718500455359776
replicate_2,pos2,23,35.25,1805.0232558139537,69.5766373888091,107.36536107711163,1697.657894736842,0.78125,2.1437017469939157
replicate_2,pos2,24,36.75,1822.9019607843136,87.45534235916898,125.2440660474715,1697.657894736842,0.78125,1.7364849113146144
replicate_2,pos2,25,38.25,1796.535885167464,61.08926674231952,98.87799043062182,1697.657894736842,0.78125,1.346223405118014
replicate_2,pos2,26,39.75,1735.4093652826048,-0.0372531425398392,37.751470545762686,1697.657894736842,0.78125,0.96910664970063
replicate_2,pos2,27,41.25,1737.952380952381,2.5057625272363566,40.29448621553888,1697.657894736842,0.78125,0.601452413906933
replicate_2,pos2,28,42.75,1697.657894736842,-37.788723688302525,0.0,1697.657894736842,0.78125,0.23967086020768524
replicate_2,pos2,29,44.25,1662.032258064516,-73.4143603606285,-35.62563667232598,1697.657894736842,0.78125,-0.1197705070748853
replicate_2,pos2,30,45.75,1741.764705882353,6.318087457208321,44.10681114551085,1697.657894736842,0.78125,-0.48038133364646707
replicate_2,pos2,31,47.25,1741.9310344827586,6.484416057613998,44.273139745916524,1697.657894736842,0.78125,-0.845682684009096
replicate_2,pos2,32,48.75,1666.2777777777778,-69.16884064736678,-31.380116959064253,1697.657894736842,0.78125,-1.2192414217246241
replicate_2,pos2,33,50.25,1650.5685194672133,-84.87809895793146,-47.08937526962882,1697.657894736842,0.78125,-1.6047050368678792
replicate_2,pos2,34,51.75,1685.33988163735,-50.1067367877946,-12.318013099492191,1697.657894736842,0.78125,-2.0058372607306008
replicate_2,pos3,0,0.75,3285.733333333333,1550.2867149081883,1538.8124293785306,1746.9209039548025,29.6831860590825,39.911664814033465
replicate_2,pos3,1,2.25,3422.5967741935483,1687.1501557684037,1675.6758702387458,1746.9209039548025,32.576354897660465,36.38520209535247
replicate_2,pos3,2,3.75,3307.7241379310344,1572.2775195058898,1560.803233976232,1746.9209039548025,30.13824858589857,33.16317372610325
replicate_2,pos3,3,5.25,3343.8125,1608.3658815748554,1596.8915960451975,1746.9209039548025,30.89380761215957,30.21862105128444
replicate_2,pos3,4,6.75,3250.097536945813,1514.6509185206685,1503.1766329910104,1746.9209039548025,28.955017995716616,27.526907050176035
replicate_2,pos3,5,8.25,3028.385807990459,1292.9391895653143,1281.4649040356564,1746.9209039548025,24.719244179823956,25.065510198817897
replicate_2,pos3,6,9.75,3112.9827586206898,1377.5361401955452,1366.0618546658873,1746.9209039548025,26.273363441549034,22.813836032812855
replicate_2,pos3,7,11.25,3079.907187323147,1344.460568898002,1332.9862833683444,1746.9209039548025,25.65779674707415,20.753044833803347
replicate_2,pos3,8,12.75,2988.935483870968,1253.4888654458232,1242.0145799161653,1746.9209039548025,23.96257176311992,18.865893997877443
replicate_2,pos3,9,14.25,2686.2631578947367,950.816539469592,939.3422539399342,1746.9209039548025,17.293140368051386,17.136593767003596
replicate_2,pos3,10,15.75,2609.438596491228,873.9919780660834,862.5176925364256,1746.9209039548025,15.600174299528524,15.55067511640138
replicate_2,pos3,11,17.25,2557.722222222222,822.2756037970776,810.8013182674197,1746.9209039548025,14.503000453983299,14.09486869246428
replicate_2,pos3,12,18.75,2516.2380952380954,780.7914768129508,769.3171912832929,1746.9209039548025,13.653832047028091,12.756993788310185
replicate_2,pos3,13,20.25,2509.56,774.1133815748553,762.6390960451974,1746.9209039548025,13.51994893636126,11.525856428019987
replicate_2,pos3,14,21.75,2354.3661971830984,618.9195787579538,607.4452932282959,1746.9209039548025,11.12074681866972,10.391155706836889
replicate_2,pos3,15,23.25,2337.99659090909,602.5499724839462,591.0756869542877,1746.9209039548025,10.941819335470237,9.343397603676495
replicate_2,pos3,16,24.75,2195.6355072463766,460.18888882123224,448.7146032915741,1746.9209039548025,8.629552858973154,8.373815544818491
replicate_2,pos3,17,26.25,2086.2915646258502,350.84494620070564,339.37066067104774,1746.9209039548025,3.11038464593336,7.474297054137677
replicate_2,pos3,18,27.75,2070.6615384615384,335.2149200363938,323.7406345067359,1746.9209039548025,2.153195607385054,6.637315876158141
replicate_2,pos3,19,29.25,2008.5855442176871,273.1389257925424,261.66464026288463,1746.9209039548025,0.78125,5.8558690040053545
replicate_2,pos3,20,30.75,2009.6491228070176,274.20250438187304,262.72821885221515,1746.9209039548025,0.78125,5.12341808537016
replicate_2,pos3,21,32.25,1850.3023255813953,114.85570715625067,103.38142162659278,1746.9209039548025,0.78125,4.433834716229376
replicate_2,pos3,22,33.75,1862.1935483870968,126.74692996195222,115.27264443229433,1746.9209039548025,0.78125,3.781349164596544
replicate_2,pos3,23,35.25,1780.016693163752,44.570074738607445,33.095789208949554,1746.9209039548025,0.78125,3.1605020952753264
replicate_2,pos3,24,36.75,1833.2696428571428,97.8230244319982,86.3487389023403,1746.9209039548025,0.78125,2.5660988916974254
replicate_2,pos3,25,38.25,1814.9063492063492,79.4597307812046,67.98544525154671,1746.9209039548025,0.78125,1.9931661926566224
replicate_2,pos3,26,39.75,1766.8507462686566,31.404127843512015,19.929842313854124,1746.9209039548025,0.78125,1.436910280282571
replicate_2,pos3,27,41.25,1835.1786273194723,99.73200889432792,88.2577233646698,1746.9209039548025,0.78125,0.8926769710872315
replicate_2,pos3,28,42.75,1746.9209039548025,11.474285529657664,0.0,1746.9209039548025,0.78125,0.3559126744930446
replicate_2,pos3,29,44.25,1773.658316008316,38.211697583171485,26.73741205351348,1746.9209039548025,0.78125,-0.1778737069797735
replicate_2,pos3,30,45.75,1801.40350877193,65.95689034678549,54.482604817127594,1746.9209039548025,0.78125,-0.7131483546472795
replicate_2,pos3,31,47.25,1877.4135723431496,141.96695391800515,130.49266838834706,1746.9209039548025,0.78125,-1.254389902122747
replicate_2,pos3,32,48.75,1823.0105263157895,87.56390789064494,76.08962236098705,1746.9209039548025,0.78125,-1.8061269079657603
replicate_2,pos3,33,50.25,1776.679487179487,41.23286875434246,29.75858322468457,1746.9209039548025,0.78125,-2.372975746052466
replicate_2,pos3,34,51.75,1902.8141114982575,167.36749307311322,155.893207543455,1746.9209039548025,0.78125,-2.9596792306950337
replicate_2,pos4,0,0.75,3113.0553174117167,1377.608698986572,1422.3467272730418,1690.708590138675,27.349731964661547,35.050339013854575
replicate_2,pos4,1,2.25,3130.965909090909,1395.5192906657644,1440.257318952234,1690.708590138675,27.699582518745267,31.072318950272994
replicate_2,pos4,2,3.75,3121.1145662847794,1385.6679478596343,1430.4059761461044,1690.708590138675,27.506727650966493,27.543708428812234
replicate_2,pos4,3,5.25,2942.540864356012,1207.0942459308674,1251.8322742173373,1690.708590138675,24.15543330841488,24.413471952530173
replicate_2,pos4,4,6.75,2834.24657814096,1098.7999597158157,1143.5379880022851,1690.708590138675,21.897677572696207,21.63633584411334
replicate_2,pos4,5,8.25,2752.599903241413,1017.153284816268,1061.891313102738,1690.708590138675,20.071503349100723,19.17213343724729
replicate_2,pos4,6,9.75,2751.3205128205127,1015.873894395368,1060.6119226818378,1690.708590138675,20.042486119821437,16.985224132428183
replicate_2,pos4,7,11.25,2687.1315789473683,951.6849605222236,996.4229888086934,1690.708590138675,18.582824119754015,15.04397791482154
replicate_2,pos4,8,12.75,2491.8371266002846,756.39050817514,801.1285364616097,1690.708590138675,14.30238973255968,13.32031787857446
replicate_2,pos4,9,14.25,2488.9375,753.4908815748554,798.2289098613251,1690.708590138675,14.242554034434933,11.789314140954282
replicate_2,pos4,10,15.75,2223.1477272727275,487.7011088475829,532.4391371340525,1690.708590138675,10.210934534411342,10.428823272955587
replicate_2,pos4,11,17.25,2214.5344827586205,479.0878643334761,523.8258926199455,1690.708590138675,10.082849744934418,9.21916803133737
replicate_2,pos4,12,18.75,2107.054054054054,371.6074356289096,416.34546391537924,1690.708590138675,7.802505434983199,8.142852759945672
replicate_2,pos4,13,20.25,2188.5476190476193,453.10100062247466,497.83902890894433,1690.708590138675,9.651969335356398,7.184310344074067
replicate_2,pos4,14,21.75,2101.8478260869565,366.4012076618119,411.13923594828157,1690.708590138675,7.659028354575503,6.329677057976506
replicate_2,pos4,15,23.25,2012.764705882353,277.3180874572083,322.056115743678,1690.708590138675,2.072239743761116,5.566592049075456
replicate_2,pos4,16,24.75,1938.2,202.75338157485544,247.4914098613251,1690.708590138675,0.78125,4.8840185587370275
replicate_2,pos4,17,26.25,1837.4897959183672,102.04317749322264,146.7812057796923,1690.708590138675,0.78125,4.2720842938681995
replicate_2,pos4,18,27.75,1848.1831578947367,112.73653946959212,157.4745677560618,1690.708590138675,0.78125,3.7219386405761763
replicate_2,pos4,19,29.25,1781.1626506024097,45.71603217726499,90.45406046373478,1690.708590138675,0.78125,3.2256246547223038
replicate_2,pos4,20,30.75,1755.576227390181,20.129608965036255,64.86763725150604,1690.708590138675,0.78125,2.7759639779263225
replicate_2,pos4,21,32.25,1739.1851851851852,3.738566760040612,48.47659504651028,1690.708590138675,0.78125,2.366453014521876
replicate_2,pos4,22,33.75,1699.420218579235,-36.02639984590962,8.711628440560162,1690.708590138675,0.78125,1.9911688678351902
replicate_2,pos4,23,35.25,1717.3076923076922,-18.138926117452456,26.599102169017215,1690.708590138675,0.78125,1.6446836753112495
replicate_2,pos4,24,36.75,1705.9847560975609,-29.461862327583617,15.27616595888594,1690.708590138675,0.78125,1.3219861034872034
replicate_2,pos4,25,38.25,1712.925,-22.521618425144652,22.21640986132502,1690.708590138675,0.78125,1.018408867368037
replicate_2,pos4,26,39.75,1714.4458262671942,-21.0007921579504,23.73723612851927,1690.708590138675,0.78125,0.7295612258925194
replicate_2,pos4,27,41.25,1699.143101092896,-36.303517332248475,8.434510954220968,1690.708590138675,0.78125,0.4512654771483485
replicate_2,pos4,28,42.75,1690.708590138675,-44.738028286469785,0.0,1690.708590138675,0.78125,0.179496534845137
replicate_2,pos4,29,44.25,1626.571428571429,-108.87518985371572,-64.13716156724604,1690.708590138675,0.78125,-0.08967628788083505
replicate_2,pos4,30,45.75,1645.15625,-90.2903684251446,-45.552340138674936,1690.708590138675,0.78125,-0.3601461293307755
replicate_2,pos4,31,47.25,1713.6363636363635,-21.810254788781094,22.927773497688577,1690.708590138675,0.78125,-0.6358248870298754
replicate_2,pos4,32,48.75,1679.834249084249,-55.61236934089561,-10.87434105442594,1690.708590138675,0.78125,-0.9206997968348555
replicate_2,pos4,33,50.25,1681.01,-54.436618425144616,-9.698590138674945,1690.708590138675,0.78125,-1.2188911016854866
replicate_2,pos4,34,51.75,1755.370026525199,19.923408100054303,64.66143638652397,1690.708590138675,0.78125,-1.5347116440828972
replicate_2,pos5,0,0.75,2687.889967637541,952.4433492123962,1131.2318718397155,1556.6580957978254,21.626919283496086,31.42806574864497
replicate_2,pos5,1,2.25,2827.6923076923076,1092.245689267163,1271.0342118944823,1556.6580957978254,24.524065560664773,29.146947953285476
replicate_2,pos5,2,3.75,2931.342857142857,1195.8962387177123,1374.6847613450318,1556.6580957978254,26.435938886943458,27.02242167534868
replicate_2,pos5,3,5.25,2963.942528735632,1228.4959103104875,1407.2844329378067,1556.6580957978254,27.058214905884668,25.043072930969085
replicate_2,pos5,4,6.75,2785.951219512195,1050.5046010870506,1229.2931237143698,1556.6580957978254,23.708556713434756,23.198267700286785
replicate_2,pos5,5,8.25,2722.7916666666665,987.345048241522,1166.1335708688412,1556.6580957978254,22.388869707037028,21.478094796343722
replicate_2,pos5,6,9.75,2637.962962962963,902.5163445378184,1081.3048671651377,1556.6580957978254,20.510803854956134,19.873312617388333
replicate_2,pos5,7,11.25,2616.562937062937,881.1163186377926,1059.9048412651118,1556.6580957978254,20.026446212318806,18.375299496516135
